id_hogar,sexo,edad,genero,ascendencia,parentesco,estado_laboral,nper,sueldo,busca_otro_trabajo,actividad,asistencia alguna vez a enseñanza,edu preescolar,edu primaria,edu media,edu técnica,edu univ o simil,edu terciario no uni,edu posgrado,edu mag prof,parentesco_num,es_madre,hijos
12651,Femenino,31.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,29500.0,No,Actividades de la administración pública en general,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,0.0,No asistió,6,madre,1
1266,Femenino,49.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,14000.0,No,Instalaciones de residencias con cuidado de enfermeros,Sí,"Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",0.0,0.0,0.0,0.0,6,madre,1
12665,Femenino,52.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,31000.0,No,Enseñanza superior,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió","Sí, asistió",No asistió,No asistió,6,madre,2
12669,Femenino,52.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,31000.0,No,Enseñanza superior,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió","Sí, asistió",No asistió,No asistió,6,madre,2
12675,Femenino,52.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,34000.0,No,Enseñanza superior,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió","Sí, asistió",No asistió,No asistió,6,madre,2
12684,Femenino,41.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,42000.0,No,Actividades especializadas en diseño,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,2
1269,Femenino,54.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,32000.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",0.0,0.0,0.0,0.0,6,madre,1
12690,Femenino,41.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,48000.0,No,Actividades especializadas en diseño,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,2
12695,Femenino,41.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,25000.0,No,Actividades especializadas en diseño,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,2
1270,Femenino,44.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,30800.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,No asistió,"Sí, asistió",6,madre,1
1271,Femenino,47.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,25000.0,No,Actividades de hospitales,Sí,No asistió,"Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,1
12726,Femenino,63.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,44000.0,No,"Comercio al por menor de productos textiles, prendas de vest",Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,0
12730,Femenino,63.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,49000.0,No,Comercio al por menor en almacenes no especializados,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,0
12792,Femenino,30.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,43000.0,No,Actividades de hospitales,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,0
12805,Femenino,55.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,36000.0,No,Otras actividades relacionadas con la salud humana,Sí,"Sí, asistió","Sí, asistió",Asiste actualmente,"Sí, asistió",0.0,0.0,0.0,0.0,6,madre,1
12806,Femenino,64.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,31000.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,No asistió,"Sí, asistió",6,madre,1
12809,Femenino,55.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,39000.0,No,Actividades de médicos y odontólogos,Sí,"Sí, asistió","Sí, asistió",Asiste actualmente,"Sí, asistió",0.0,0.0,0.0,0.0,6,madre,1
12810,Femenino,64.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,30000.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,No asistió,"Sí, asistió",6,madre,1
12813,Femenino,55.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,39000.0,No,Otras actividades relacionadas con la salud humana,Sí,"Sí, asistió","Sí, asistió",Asiste actualmente,"Sí, asistió",0.0,0.0,0.0,0.0,6,madre,1
12814,Femenino,64.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,27000.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,No asistió,"Sí, asistió",6,madre,1
12817,Femenino,33.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,38500.0,No,"Actividades de contabilidad, teneduría de libros y auditoría",Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,0
12818,Femenino,33.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,38500.0,No,"Actividades de contabilidad, teneduría de libros y auditoría",Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,0
12830,Femenino,29.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,17000.0,No,Actividades de agencias de cobranza y oficinas de crédito,Sí,No asistió,"Sí, asistió","Sí, asistió","Sí, asistió",Asiste actualmente,No asistió,0.0,No asistió,6,madre,0
12832,Femenino,29.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,18000.0,No,Actividades de centros de llamados,Sí,No asistió,"Sí, asistió","Sí, asistió","Sí, asistió",Asiste actualmente,No asistió,0.0,No asistió,6,madre,0
12833,Femenino,29.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,18000.0,No,Actividades de agencias de cobranza y oficinas de crédito,Sí,No asistió,"Sí, asistió","Sí, asistió","Sí, asistió",Asiste actualmente,No asistió,0.0,No asistió,6,madre,0
12844,Femenino,54.0,Mujer,Afro o negra,Jefe/a de hogar,Ocupados,1.0,5000.0,No,Limpieza general de edificios,Sí,No asistió,"Sí, asistió",No asistió,No asistió,0.0,0.0,0.0,0.0,6,madre,2
12846,Femenino,54.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,7000.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",0.0,0.0,0.0,0.0,6,madre,1
12848,Femenino,53.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,5700.0,Sí,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",0.0,0.0,0.0,0.0,6,madre,1
12850,Femenino,53.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,6000.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",0.0,0.0,0.0,0.0,6,madre,1
12854,Femenino,38.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,40000.0,No,Enseñanza superior,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,"Sí, asistió",No asistió,6,madre,2
12856,Femenino,32.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,30000.0,No,Comercio al por mayor y al por menor de vehículos automotore,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,0
12861,Femenino,38.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,60000.0,No,Enseñanza superior,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,"Sí, asistió",No asistió,6,madre,2
12865,Femenino,32.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,35000.0,No,Comercio al por mayor y al por menor de vehículos automotore,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,0
12870,Femenino,38.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,60000.0,No,Enseñanza superior,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,"Sí, asistió",No asistió,6,madre,2
12874,Femenino,32.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,20000.0,No,Comercio al por mayor y al por menor de vehículos automotore,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,0
12896,Femenino,27.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,36000.0,No,Enseñanza superior,Sí,"Sí, asistió","Sí, asistió",Asiste actualmente,No asistió,0.0,0.0,0.0,0.0,6,madre,0
12899,Femenino,27.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,26000.0,No,Enseñanza superior,Sí,"Sí, asistió","Sí, asistió",Asiste actualmente,No asistió,0.0,0.0,0.0,0.0,6,madre,0
12906,Femenino,27.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,26000.0,No,Enseñanza superior,Sí,"Sí, asistió","Sí, asistió",Asiste actualmente,No asistió,0.0,0.0,0.0,0.0,6,madre,0
12913,Femenino,27.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,27000.0,No,Enseñanza superior,Sí,"Sí, asistió","Sí, asistió",Asiste actualmente,No asistió,0.0,0.0,0.0,0.0,6,madre,0
12920,Femenino,29.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,20000.0,No,Telecomunicaciones,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,0
12934,Femenino,52.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,70000.0,No,Otras instituciones residenciales de cuidado,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,0.0,No asistió,6,madre,1
12937,Femenino,52.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,70000.0,No,Actividades de la administración pública en general,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,0.0,No asistió,6,madre,1
12939,Femenino,52.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,70000.0,No,Actividades de mantenimiento del orden público y de segurida,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,0.0,No asistió,6,madre,1
12951,Femenino,50.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,50000.0,No,Enseñanza secundaria de formación general,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,2
12954,Femenino,49.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,50000.0,No,Enseñanza secundaria de formación general,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,2
12957,Femenino,50.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,54000.0,No,Enseñanza secundaria de formación general,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,2
12960,Femenino,55.0,Mujer,Afro o negra,Jefe/a de hogar,Ocupados,1.0,21000.0,No,Otras actividades relacionadas con la salud humana,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,2
12963,Femenino,55.0,Mujer,Afro o negra,Jefe/a de hogar,Ocupados,1.0,18000.0,No,Otras actividades relacionadas con la salud humana,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,1
12964,Femenino,55.0,Mujer,Afro o negra,Jefe/a de hogar,Ocupados,1.0,16000.0,No,Otras actividades relacionadas con la salud humana,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,2
12973,Femenino,41.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,41000.0,No,"Transporte terrestre de pasajeros del área urbana, suburbana",Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,0.0,No asistió,6,madre,1
12978,Femenino,42.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,40000.0,No,"Transporte terrestre de pasajeros del área urbana, suburbana",Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,0.0,No asistió,6,madre,1
12983,Femenino,42.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,38000.0,No,"Transporte terrestre de pasajeros del área urbana, suburbana",Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,0.0,No asistió,6,madre,1
12987,Femenino,42.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,2000.0,No,"Transporte terrestre de pasajeros del área urbana, suburbana",Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,0.0,No asistió,6,madre,1
13000,Femenino,45.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,67000.0,No,Actividades de clubes deportivos,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,0
13003,Femenino,45.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,60000.0,No,Actividades de clubes deportivos,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,0
1301,Femenino,36.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,22000.0,No,Actividades de hospitales,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,1
13019,Femenino,67.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,6000.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió",No asistió,No asistió,0.0,0.0,0.0,0.0,6,madre,0
13046,Femenino,56.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,15000.0,No,Comercio al por menor de productos farmacéuticos y medicinal,Sí,No asistió,"Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,0
13047,Femenino,46.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,30000.0,Sí,Instituciones dedicadas al tratamiento del retraso mental,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,0.0,No asistió,6,madre,1
13067,Femenino,52.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,17000.0,No,Instituciones dedicadas al cuidado del adulto mayor y discap,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,2
13070,Femenino,53.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,22000.0,No,Instituciones dedicadas al cuidado del adulto mayor y discap,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,2
13073,Femenino,52.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,24000.0,No,Instituciones dedicadas al cuidado del adulto mayor y discap,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,2
13076,Femenino,53.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,19000.0,No,Instalaciones de residencias con cuidado de enfermeros,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,1
13098,Femenino,43.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,10000.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,2
13101,Femenino,63.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,12000.0,No,Otros tipos de comercio al por menor no realizada en almacen,Sí,No asistió,"Sí, asistió",No asistió,No asistió,0.0,0.0,0.0,0.0,6,madre,0
13102,Femenino,43.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,5600.0,Sí,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,2
13105,Femenino,44.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,6000.0,Sí,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,2
13109,Femenino,44.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,5200.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,2
13114,Femenino,65.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,55000.0,No,Correo,Sí,No asistió,"Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,1
1313,Femenino,52.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,50000.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,"Sí, asistió","Sí, asistió",6,madre,2
13137,Femenino,32.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,4000.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,0
13146,Femenino,41.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,60000.0,No,Actividades de la administración pública en general,Sí,No asistió,"Sí, asistió","Sí, asistió","Sí, asistió",Asiste actualmente,No asistió,0.0,No asistió,6,madre,1
13147,Femenino,41.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,60000.0,No,Actividades de la administración pública en general,Sí,No asistió,"Sí, asistió","Sí, asistió","Sí, asistió",Asiste actualmente,No asistió,0.0,No asistió,6,madre,1
13148,Femenino,41.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,60000.0,No,Actividades de la administración pública en general,Sí,No asistió,"Sí, asistió","Sí, asistió","Sí, asistió",Asiste actualmente,No asistió,0.0,No asistió,6,madre,1
1316,Femenino,62.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,2000.0,No,Comercio al por mayor a cambio de una retribución o por cont,Sí,No asistió,"Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,1
13166,Femenino,47.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,10000.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió",No asistió,No asistió,0.0,0.0,0.0,0.0,6,madre,1
13176,Femenino,45.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,21000.0,Sí,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,1
13179,Femenino,45.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,13890.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,1
13180,Femenino,45.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,20000.0,Sí,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,1
13187,Femenino,31.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,17000.0,No,Actividades de centros de llamados,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,3
13189,Femenino,31.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,32000.0,No,Actividades de centros de llamados,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,3
13191,Femenino,31.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,32000.0,No,Actividades de centros de llamados,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,3
1321,Femenino,54.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,25000.0,No,Enseñanza secundaria de formación técnica y profesional,Sí,No asistió,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,0.0,No asistió,6,madre,0
13229,Femenino,53.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,21000.0,No,Actividades de hospitales,Sí,No asistió,"Sí, asistió",No asistió,No asistió,0.0,0.0,0.0,0.0,6,madre,2
13232,Femenino,53.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,19000.0,No,Actividades de hospitales,Sí,No asistió,"Sí, asistió",No asistió,No asistió,0.0,0.0,0.0,0.0,6,madre,2
13235,Femenino,53.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,21000.0,No,Actividades de hospitales,Sí,No asistió,"Sí, asistió",No asistió,No asistió,0.0,0.0,0.0,0.0,6,madre,2
13251,Femenino,52.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,35000.0,No,Actividades de hospitales,Sí,No asistió,"Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,0
13253,Femenino,52.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,32000.0,No,Actividades de hospitales,Sí,No asistió,"Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,0
13256,Femenino,52.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,36000.0,No,Actividades de hospitales,Sí,No asistió,"Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,0
13259,Femenino,52.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,30000.0,No,Actividades de mantenimiento del orden público y de segurida,Sí,No asistió,"Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,0
13262,Femenino,51.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,22000.0,No,Actividades de servicio de manutención y cuidado de paisajes,Sí,No asistió,"Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,1
13265,Femenino,33.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,50000.0,No,Actividades de agencias de cobranza y oficinas de crédito,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,1
13270,Femenino,33.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,50000.0,No,Actividades de agencias de cobranza y oficinas de crédito,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,1
13274,Femenino,33.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,35000.0,No,Actividades de agencias de cobranza y oficinas de crédito,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,1
13278,Femenino,33.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,30000.0,No,Actividades de agencias de cobranza y oficinas de crédito,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,"Sí, asistió",No asistió,No asistió,No asistió,6,madre,1
13279,Femenino,52.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,32000.0,No,Actividades de la administración pública en general,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,No asistió,6,madre,1
13282,Femenino,51.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,32000.0,No,Actividades de la administración pública en general,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,No asistió,6,madre,1
13284,Femenino,52.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,32000.0,No,Actividades de la administración pública en general,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",No asistió,0.0,No asistió,6,madre,1
13301,Femenino,58.0,Mujer,Asiática o amarilla,Jefe/a de hogar,Ocupados,1.0,10300.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,No asistió,"Sí, asistió","Sí, asistió",No asistió,0.0,0.0,0.0,0.0,6,madre,1
13306,Femenino,59.0,Mujer,Afro o negra,Jefe/a de hogar,Ocupados,1.0,7000.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,1
13308,Femenino,59.0,Mujer,Afro o negra,Jefe/a de hogar,Ocupados,1.0,7000.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,1
13310,Femenino,59.0,Mujer,Afro o negra,Jefe/a de hogar,Ocupados,1.0,6400.0,No,Actividades de los hogares en calidad de empleadores de pers,Sí,"Sí, asistió","Sí, asistió","Sí, asistió","Sí, asistió",0.0,0.0,0.0,0.0,6,madre,1
13312,Femenino,27.0,Mujer,Afro o negra,Jefe/a de hogar,Ocupados,1.0,16000.0,No,Instalaciones de residencias con cuidado de enfermeros,Sí,"Sí, asistió","Sí, asistió",No asistió,No asistió,0.0,0.0,0.0,0.0,6,madre,0
13323,Femenino,46.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,25000.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,No asistió,"Sí, asistió",6,madre,2
13328,Femenino,46.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,26000.0,No,Enseñanza pre primaria y primaria,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,No asistió,"Sí, asistió",6,madre,2
13330,Femenino,46.0,Mujer,Blanca,Jefe/a de hogar,Ocupados,1.0,26000.0,No,Actividades de hospitales,Sí,"Sí, asistió","Sí, asistió","Sí, asistió",No asistió,No asistió,No asistió,No asistió,"Sí, asistió",6,madre,2
